name,LAT,LON
Oklahoma-1,36.998056,103.001389
Oklahoma-2,36.500278,-103.001389
Oklahoma-3,36.498889,-100.000833
Oklahoma-4,34.559167,-99.999722
Oklahoma-5,33.720833,-97.127778
Oklahoma-6,33.964444,-95.221389
Oklahoma-7,33.637778,-94.486111
Oklahoma-8,35.390556,-94.426944
Oklahoma-9,36.500278,-94.616667
Oklahoma-10,36.995278,-94.615833
